transaction_id,card_id,transaction_date,amount,merchant_category,transaction_type
txn_card_1_2_4,card_1,2025-11-16,500,entertainment,online
txn_card_1_2_5,card_1,2025-11-29,200,shopping,in_store
txn_card_1_2_6,card_1,2025-11-25,500,shopping,online
txn_card_1_2_7,card_1,2025-11-20,200,rent,online
txn_card_1_2_8,card_1,2025-11-27,1000,utilities,online
txn_card_1_2_9,card_1,2025-11-27,1000,travel,online
txn_card_1_2_10,card_1,2025-11-14,200,entertainment,online
txn_card_1_2_11,card_1,2025-11-06,200,groceries,online
txn_card_1_2_12,card_1,2025-11-17,500,travel,online
txn_card_1_2_13,card_1,2025-11-10,500,utilities,online
txn_card_1_2_14,card_1,2025-11-11,200,utilities,in_store
txn_card_1_2_15,card_1,2025-11-04,200,rent,in_store
txn_card_1_2_16,card_1,2025-11-07,2000,entertainment,online
txn_card_1_2_17,card_1,2025-11-08,200,food_delivery,online
txn_card_1_2_18,card_1,2025-11-13,100,travel,online
txn_card_1_2_19,card_1,2025-11-25,1000,rent,online
txn_card_1_2_20,card_1,2025-11-10,500,food_delivery,online
txn_card_1_2_21,card_1,2025-11-04,500,rent,in_store
txn_card_1_2_22,card_1,2025-11-08,5000,travel,online
txn_card_1_2_23,card_1,2025-11-21,1000,fuel,online
txn_card_1_2_24,card_1,2025-11-10,500,entertainment,in_store
txn_card_1_2_25,card_1,2025-11-08,5000,utilities,online
txn_card_1_2_26,card_1,2025-11-03,1000,utilities,online
txn_card_1_2_27,card_1,2025-11-28,1000,travel,online
txn_card_1_2_28,card_1,2025-11-13,2000,entertainment,online
txn_card_1_2_29,card_1,2025-11-03,200,food_delivery,online
txn_card_1_2_30,card_1,2025-11-25,500,fuel,online
txn_card_1_2_31,card_1,2025-11-04,100,shopping,in_store
txn_card_1_2_32,card_1,2025-11-19,100,shopping,online
txn_card_1_2_33,card_1,2025-11-25,1000,shopping,in_store
txn_card_1_2_34,card_1,2025-12-02,1000,fuel,online
txn_card_1_2_35,card_1,2025-11-26,5000,fuel,online
txn_card_1_2_36,card_1,2025-11-05,2000,food_delivery,online
txn_card_1_2_37,card_1,2025-12-01,100,groceries,in_store
txn_card_1_2_38,card_1,2025-11-30,100,entertainment,online
txn_card_1_2_39,card_1,2025-11-21,500,fuel,in_store
txn_card_1_2_40,card_1,2025-11-27,2000,groceries,in_store
txn_card_1_2_41,card_1,2025-11-10,200,travel,in_store
txn_card_1_2_42,card_1,2025-12-01,200,shopping,online
txn_card_1_2_43,card_1,2025-11-03,200,groceries,online
txn_card_1_2_44,card_1,2025-11-04,500,food_delivery,online
txn_card_1_2_45,card_1,2025-11-09,100,travel,online
txn_card_1_2_46,card_1,2025-11-21,200,food_delivery,online
txn_card_1_2_47,card_1,2025-11-17,500,utilities,in_store
txn_card_1_2_48,card_1,2025-11-29,1000,travel,in_store
txn_card_1_2_49,card_1,2025-12-01,200,shopping,online
txn_card_1_2_50,card_1,2025-11-06,500,fuel,online
txn_card_1_2_51,card_1,2025-11-12,200,travel,online
txn_card_1_2_52,card_1,2025-11-17,1000,food_delivery,in_store
txn_card_1_2_53,card_1,2025-11-17,1000,entertainment,online
txn_card_1_2_54,card_1,2025-11-06,1000,fuel,online
txn_card_1_2_55,card_1,2025-11-21,500,utilities,in_store
txn_card_1_3_0,card_1,2025-10-08,1000,travel,in_store
txn_card_1_3_1,card_1,2025-10-09,200,shopping,online
txn_card_1_3_2,card_1,2025-10-17,500,fuel,online
txn_card_1_3_3,card_1,2025-11-02,100,groceries,online
txn_card_1_3_4,card_1,2025-10-31,500,utilities,online
txn_card_1_3_5,card_1,2025-10-07,1000,entertainment,in_store
txn_card_1_3_6,card_1,2025-10-13,1000,shopping,in_store
txn_card_1_3_7,card_1,2025-10-25,100,travel,in_store
txn_card_1_3_8,card_1,2025-10-25,2000,groceries,online
txn_card_1_3_9,card_1,2025-10-24,100,utilities,online
txn_card_1_3_10,card_1,2025-10-28,200,travel,online
txn_card_1_3_11,card_1,2025-10-11,500,shopping,online
txn_card_1_3_12,card_1,2025-10-12,200,groceries,online
txn_card_1_3_13,card_1,2025-10-12,100,utilities,online
txn_card_1_3_14,card_1,2025-10-14,2000,shopping,online
txn_card_1_3_15,card_1,2025-10-05,2000,food_delivery,online
txn_card_1_3_16,card_1,2025-10-15,2000,travel,online
txn_card_1_3_17,card_1,2025-10-10,100,entertainment,in_store
txn_card_1_3_18,card_1,2025-10-20,1000,rent,in_store
txn_card_1_3_19,card_1,2025-10-31,200,groceries,online
txn_card_1_3_20,card_1,2025-10-23,500,utilities,online
txn_card_1_3_21,card_1,2025-10-31,500,food_delivery,online
txn_card_1_3_22,card_1,2025-10-04,200,travel,in_store
txn_card_1_3_23,card_1,2025-10-30,1000,travel,online
txn_card_1_3_24,card_1,2025-11-01,500,entertainment,online
txn_card_1_3_25,card_1,2025-10-11,500,groceries,in_store
txn_card_1_3_26,card_1,2025-10-18,500,travel,online
txn_card_1_3_27,card_1,2025-10-21,500,rent,online
txn_card_1_3_28,card_1,2025-10-04,200,shopping,in_store
txn_card_1_3_29,card_1,2025-10-13,200,travel,online
txn_card_1_3_30,card_1,2025-10-04,100,utilities,in_store
txn_card_1_3_31,card_1,2025-10-10,500,groceries,online
txn_card_1_3_32,card_1,2025-10-06,200,rent,online
txn_card_1_3_33,card_1,2025-10-11,100,shopping,online
txn_card_1_3_34,card_1,2025-10-22,500,shopping,in_store
txn_card_1_3_35,card_1,2025-10-06,200,travel,in_store
txn_card_1_4_0,card_1,2025-09-14,5000,utilities,in_store
txn_card_1_4_1,card_1,2025-09-24,200,shopping,in_store
txn_card_1_4_2,card_1,2025-09-10,500,groceries,online
txn_card_1_4_3,card_1,2025-09-22,100,rent,online
txn_card_1_4_4,card_1,2025-10-01,1000,groceries,in_store
txn_card_1_4_5,card_1,2025-09-23,200,shopping,online
txn_card_1_4_6,card_1,2025-09-26,100,utilities,in_store
txn_card_1_4_7,card_1,2025-09-09,1000,groceries,online
txn_card_1_4_8,card_1,2025-09-15,200,fuel,in_store
txn_card_1_4_9,card_1,2025-09-27,100,travel,online
txn_card_1_4_10,card_1,2025-09-17,500,food_delivery,online
txn_card_1_4_11,card_1,2025-09-22,500,groceries,online
txn_card_1_4_12,card_1,2025-09-16,200,groceries,online
txn_card_1_4_13,card_1,2025-09-14,200,fuel,online
txn_card_1_4_14,card_1,2025-09-16,500,entertainment,online
txn_card_1_4_15,card_1,2025-09-21,500,fuel,online
txn_card_1_4_16,card_1,2025-09-09,100,entertainment,in_store
txn_card_1_4_17,card_1,2025-09-29,1000,entertainment,online
txn_card_1_4_18,card_1,2025-09-24,200,shopping,in_store
txn_card_1_4_19,card_1,2025-09-11,200,entertainment,in_store
txn_card_1_4_20,card_1,2025-09-10,500,groceries,online
txn_card_1_4_21,card_1,2025-10-01,1000,travel,online
txn_card_1_4_22,card_1,2025-10-01,5000,groceries,online
txn_card_1_4_23,card_1,2025-09-07,1000,entertainment,online
txn_card_1_4_24,card_1,2025-09-11,200,utilities,in_store
txn_card_1_4_25,card_1,2025-09-10,500,travel,online
txn_card_1_4_26,card_1,2025-09-18,5000,travel,in_store
txn_card_1_4_27,card_1,2025-09-04,200,shopping,online
txn_card_1_4_28,card_1,2025-09-06,1000,groceries,online
txn_card_1_4_29,card_1,2025-09-16,100,groceries,in_store
txn_card_1_4_30,card_1,2025-09-24,200,food_delivery,in_store
txn_card_1_4_31,card_1,2025-09-28,1000,food_delivery,online
txn_card_1_4_32,card_1,2025-09-10,100,fuel,in_store
txn_card_1_4_33,card_1,2025-09-15,5000,travel,online
txn_card_1_4_34,card_1,2025-09-22,200,rent,in_store
txn_card_1_4_35,card_1,2025-10-02,1000,groceries,online
txn_card_1_4_36,card_1,2025-09-18,100,food_delivery,in_store
txn_card_1_4_37,card_1,2025-09-11,500,groceries,in_store
txn_card_1_4_38,card_1,2025-09-25,500,food_delivery,online
txn_card_1_4_39,card_1,2025-09-28,500,rent,in_store
txn_card_1_4_40,card_1,2025-09-16,500,food_delivery,in_store
txn_card_1_4_41,card_1,2025-09-10,5000,fuel,online
txn_card_1_4_42,card_1,2025-09-29,200,shopping,in_store
txn_card_1_4_43,card_1,2025-09-12,100,food_delivery,in_store
txn_card_1_4_44,card_1,2025-09-26,1000,shopping,in_store
txn_card_1_4_45,card_1,2025-09-10,500,rent,in_store
txn_card_1_4_46,card_1,2025-09-20,500,food_delivery,online
txn_card_1_4_47,card_1,2025-10-01,500,rent,in_store
txn_card_1_4_48,card_1,2025-09-11,200,shopping,online
txn_card_1_4_49,card_1,2025-09-18,1000,utilities,in_store
txn_card_1_4_50,card_1,2025-09-28,1000,groceries,in_store
txn_card_1_4_51,card_1,2025-09-13,2000,fuel,online
txn_card_1_4_52,card_1,2025-09-13,5000,rent,in_store
txn_card_1_4_53,card_1,2025-09-16,200,food_delivery,in_store
txn_card_1_4_54,card_1,2025-09-10,100,entertainment,in_store
txn_card_1_5_0,card_1,2025-09-03,500,groceries,online
txn_card_1_5_1,card_1,2025-08-16,5000,fuel,online
txn_card_1_5_2,card_1,2025-08-11,500,groceries,online
txn_card_1_5_3,card_1,2025-08-07,500,food_delivery,online
txn_card_1_5_4,card_1,2025-08-08,1000,entertainment,online
txn_card_1_5_5,card_1,2025-08-05,2000,shopping,online
txn_card_1_5_6,card_1,2025-08-21,200,utilities,online
txn_card_1_5_7,card_1,2025-08-30,1000,entertainment,online
txn_card_1_5_8,card_1,2025-08-10,5000,shopping,in_store
txn_card_1_5_9,card_1,2025-08-15,2000,fuel,online
txn_card_1_5_10,card_1,2025-08-24,100,food_delivery,in_store
txn_card_1_5_11,card_1,2025-08-26,500,entertainment,online
txn_card_1_5_12,card_1,2025-08-15,100,fuel,online
txn_card_1_5_13,card_1,2025-08-30,1000,travel,in_store
txn_card_1_5_14,card_1,2025-08-26,5000,groceries,online
txn_card_1_5_15,card_1,2025-08-24,5000,entertainment,online
txn_card_1_5_16,card_1,2025-08-07,1000,travel,in_store
txn_card_1_5_17,card_1,2025-08-07,1000,travel,in_store
txn_card_1_5_18,card_1,2025-09-02,500,groceries,in_store
txn_card_1_5_19,card_1,2025-08-09,100,groceries,online
txn_card_1_5_20,card_1,2025-08-31,100,groceries,online
txn_card_1_5_21,card_1,2025-08-06,2000,groceries,online
txn_card_1_5_22,card_1,2025-08-29,500,rent,online
txn_card_1_5_23,card_1,2025-09-01,200,food_delivery,in_store
txn_card_1_5_24,card_1,2025-08-20,500,travel,in_store
txn_card_1_5_25,card_1,2025-08-20,500,entertainment,in_store
txn_card_1_5_26,card_1,2025-08-22,500,food_delivery,online
txn_card_1_5_27,card_1,2025-08-23,1000,food_delivery,in_store
txn_card_1_5_28,card_1,2025-08-12,500,entertainment,in_store
txn_card_1_5_29,card_1,2025-08-28,1000,food_delivery,online
txn_card_1_5_30,card_1,2025-08-31,2000,groceries,online
txn_card_1_5_31,card_1,2025-08-17,500,fuel,online
txn_card_1_5_32,card_1,2025-08-31,1000,shopping,in_store
txn_card_1_5_33,card_1,2025-08-17,2000,rent,in_store
txn_card_1_5_34,card_1,2025-08-14,100,rent,online
txn_card_1_5_35,card_1,2025-08-11,100,utilities,online
txn_card_1_5_36,card_1,2025-08-17,500,shopping,online
txn_card_1_5_37,card_1,2025-08-17,500,groceries,online
txn_card_2_0_0,card_2,2026-01-03,500,food_delivery,in_store
txn_card_2_0_1,card_2,2026-01-17,100,travel,online
txn_card_2_0_2,card_2,2026-01-10,5000,shopping,online
txn_card_2_0_3,card_2,2026-01-16,2000,entertainment,in_store
txn_card_2_0_4,card_2,2026-01-21,500,fuel,in_store
txn_card_2_0_5,card_2,2026-01-18,1000,groceries,online
txn_card_2_0_6,card_2,2026-01-02,100,food_delivery,online
txn_card_2_0_7,card_2,2026-01-19,5000,shopping,in_store
txn_card_2_0_8,card_2,2026-01-05,500,utilities,in_store
txn_card_2_0_9,card_2,2026-01-08,100,groceries,online
txn_card_2_0_10,card_2,2026-01-16,1000,rent,in_store
txn_card_2_0_11,card_2,2026-01-27,100,fuel,in_store
txn_card_2_0_12,card_2,2026-01-18,100,groceries,online
txn_card_2_0_13,card_2,2026-01-24,1000,rent,online
txn_card_2_0_14,card_2,2026-01-03,1000,utilities,in_store
txn_card_2_0_15,card_2,2026-01-28,2000,travel,online
txn_card_2_0_16,card_2,2026-01-29,1000,shopping,online
txn_card_2_0_17,card_2,2026-01-28,5000,rent,online
txn_card_2_0_18,card_2,2026-01-04,200,fuel,in_store
txn_card_2_0_19,card_2,2026-01-16,1000,rent,online
txn_card_2_0_20,card_2,2026-01-26,1000,fuel,in_store
txn_card_2_0_21,card_2,2026-01-17,500,utilities,online
txn_card_2_0_22,card_2,2026-01-18,100,food_delivery,in_store
txn_card_2_0_23,card_2,2026-01-15,500,shopping,in_store
txn_card_2_0_24,card_2,2026-01-13,100,utilities,in_store
txn_card_2_0_25,card_2,2026-01-21,1000,groceries,online
txn_card_2_0_26,card_2,2026-01-08,100,utilities,online
txn_card_2_0_27,card_2,2026-01-10,200,groceries,online
txn_card_2_0_28,card_2,2026-01-23,500,entertainment,online
txn_card_2_0_29,card_2,2026-01-09,200,entertainment,online
txn_card_2_0_30,card_2,2026-01-22,100,food_delivery,online
txn_card_2_0_31,card_2,2026-01-16,500,food_delivery,in_store
txn_card_2_0_32,card_2,2026-01-26,2000,travel,in_store
txn_card_2_0_33,card_2,2026-01-12,500,food_delivery,online
txn_card_2_0_34,card_2,2026-01-13,5000,food_delivery,online
txn_card_2_0_35,card_2,2026-01-23,500,utilities,online
txn_card_2_0_36,card_2,2026-01-09,100,utilities,online
txn_card_2_0_37,card_2,2026-01-02,100,entertainment,online
txn_card_2_0_38,card_2,2026-01-14,100,travel,online
txn_card_2_0_39,card_2,2026-01-07,500,travel,in_store
txn_card_2_0_40,card_2,2026-01-16,200,shopping,in_store
txn_card_2_0_41,card_2,2026-01-09,500,rent,in_store
txn_card_2_0_42,card_2,2026-01-10,2000,shopping,in_store
txn_card_2_0_43,card_2,2026-01-10,1000,food_delivery,in_store
txn_card_2_0_44,card_2,2026-01-29,1000,travel,in_store
txn_card_2_0_45,card_2,2026-01-08,500,food_delivery,online
txn_card_2_0_46,card_2,2026-01-27,1000,shopping,in_store
txn_card_2_0_47,card_2,2026-01-10,100,travel,online
txn_card_2_0_48,card_2,2026-01-23,500,utilities,online
txn_card_2_1_0,card_2,2025-12-21,200,shopping,online
txn_card_2_1_1,card_2,2025-12-15,100,shopping,online
txn_card_2_1_2,card_2,2025-12-21,100,travel,in_store
txn_card_2_1_3,card_2,2025-12-24,200,food_delivery,in_store
txn_card_2_1_4,card_2,2025-12-05,100,rent,in_store
txn_card_2_1_5,card_2,2025-12-31,200,shopping,online
txn_card_2_1_6,card_2,2025-12-14,100,entertainment,in_store
txn_card_2_1_7,card_2,2025-12-31,1000,entertainment,online
txn_card_2_1_8,card_2,2025-12-14,1000,utilities,online
txn_card_2_1_9,card_2,2025-12-19,500,groceries,online
txn_card_2_1_10,card_2,2025-12-23,200,utilities,in_store
txn_card_2_1_11,card_2,2025-12-04,1000,shopping,online
txn_card_2_1_12,card_2,2025-12-21,200,entertainment,online
txn_card_2_1_13,card_2,2025-12-15,500,entertainment,in_store
txn_card_2_1_14,card_2,2025-12-05,1000,utilities,in_store
txn_card_2_1_15,card_2,2025-12-25,500,travel,in_store
txn_card_2_1_16,card_2,2025-12-25,200,travel,online
txn_card_2_1_17,card_2,2026-01-01,100,entertainment,online
txn_card_2_1_18,card_2,2025-12-26,500,utilities,online
txn_card_2_1_19,card_2,2025-12-08,500,groceries,in_store
txn_card_2_1_20,card_2,2025-12-04,2000,entertainment,online
txn_card_2_1_21,card_2,2025-12-10,500,utilities,in_store
txn_card_2_1_22,card_2,2025-12-17,200,fuel,online
txn_card_2_1_23,card_2,2025-12-16,200,entertainment,online
txn_card_2_1_24,card_2,2026-01-01,100,entertainment,online
txn_card_2_1_25,card_2,2025-12-13,2000,groceries,online
txn_card_2_1_26,card_2,2025-12-22,200,rent,in_store
txn_card_2_1_27,card_2,2025-12-07,500,groceries,in_store
txn_card_2_1_28,card_2,2025-12-14,200,shopping,in_store
txn_card_2_1_29,card_2,2025-12-14,500,utilities,online
txn_card_2_1_30,card_2,2025-12-04,100,entertainment,in_store
txn_card_2_1_31,card_2,2025-12-31,500,rent,online
txn_card_2_1_32,card_2,2025-12-23,100,groceries,online
txn_card_2_1_33,card_2,2025-12-16,500,utilities,in_store
txn_card_2_1_34,card_2,2025-12-26,500,travel,in_store
txn_card_2_1_35,card_2,2025-12-20,5000,shopping,online
txn_card_2_1_36,card_2,2025-12-17,500,shopping,in_store
txn_card_2_1_37,card_2,2025-12-22,100,travel,online
txn_card_2_1_38,card_2,2025-12-18,2000,utilities,in_store
txn_card_2_1_39,card_2,2025-12-20,100,shopping,in_store
txn_card_2_1_40,card_2,2025-12-08,2000,travel,online
txn_card_2_1_41,card_2,2025-12-03,1000,fuel,online
txn_card_2_1_42,card_2,2026-01-01,500,groceries,in_store
txn_card_2_1_43,card_2,2025-12-17,500,utilities,online
txn_card_2_1_44,card_2,2025-12-27,500,groceries,in_store
txn_card_2_1_45,card_2,2025-12-18,1000,food_delivery,in_store
txn_card_2_1_46,card_2,2025-12-28,200,fuel,in_store
txn_card_2_1_47,card_2,2025-12-08,200,groceries,online
txn_card_2_1_48,card_2,2025-12-18,1000,entertainment,online
txn_card_2_1_49,card_2,2025-12-11,100,fuel,online
txn_card_2_1_50,card_2,2025-12-16,2000,rent,in_store
txn_card_2_1_51,card_2,2025-12-20,2000,shopping,online
txn_card_2_1_52,card_2,2025-12-13,200,travel,online
txn_card_2_1_53,card_2,2025-12-27,200,groceries,online
txn_card_2_2_0,card_2,2025-11-17,500,utilities,online
txn_card_2_2_1,card_2,2025-11-03,200,groceries,online
txn_card_2_2_2,card_2,2025-11-08,100,rent,online
txn_card_2_2_3,card_2,2025-11-16,500,travel,online
txn_card_2_2_4,card_2,2025-11-23,2000,food_delivery,in_store
txn_card_2_2_5,card_2,2025-11-30,100,fuel,online
txn_card_2_2_6,card_2,2025-11-07,200,entertainment,online
txn_card_2_2_7,card_2,2025-11-06,500,food_delivery,online
txn_card_2_2_8,card_2,2025-11-16,1000,rent,online
txn_card_2_2_9,card_2,2025-11-23,100,shopping,in_store
txn_card_2_2_10,card_2,2025-11-23,2000,groceries,in_store
txn_card_2_2_11,card_2,2025-11-21,100,entertainment,online
txn_card_2_2_12,card_2,2025-11-21,100,entertainment,in_store
txn_card_2_2_13,card_2,2025-11-23,200,rent,in_store
txn_card_2_2_14,card_2,2025-11-30,500,food_delivery,online
txn_card_2_2_15,card_2,2025-12-02,1000,groceries,in_store
txn_card_2_3_0,card_2,2025-10-28,500,shopping,in_store
txn_card_2_3_1,card_2,2025-10-13,1000,shopping,in_store
txn_card_2_3_2,card_2,2025-10-27,1000,entertainment,online
txn_card_2_3_3,card_2,2025-10-07,200,travel,in_store
txn_card_2_3_4,card_2,2025-10-04,200,entertainment,in_store
txn_card_2_3_5,card_2,2025-10-30,100,travel,in_store
txn_card_2_3_6,card_2,2025-10-25,500,fuel,online
txn_card_2_3_7,card_2,2025-10-13,100,groceries,in_store
txn_card_2_3_8,card_2,2025-10-11,1000,groceries,online
txn_card_2_3_9,card_2,2025-10-08,200,food_delivery,in_store
txn_card_2_3_10,card_2,2025-10-31,500,groceries,online
txn_card_2_3_11,card_2,2025-10-07,100,shopping,online
txn_card_2_3_12,card_2,2025-10-18,200,utilities,in_store
txn_card_2_3_13,card_2,2025-10-26,500,travel,online
txn_card_2_3_14,card_2,2025-10-18,200,shopping,online
txn_card_2_3_15,card_2,2025-10-13,200,entertainment,online
txn_card_2_3_16,card_2,2025-11-02,100,food_delivery,online
txn_card_2_3_17,card_2,2025-10-24,500,fuel,online
txn_card_2_3_18,card_2,2025-10-10,1000,rent,in_store
txn_card_2_3_19,card_2,2025-10-31,1000,utilities,in_store
txn_card_2_3_20,card_2,2025-10-13,2000,entertainment,online
txn_card_2_3_21,card_2,2025-10-11,500,utilities,online
txn_card_2_3_22,card_2,2025-10-11,200,travel,online
txn_card_2_3_23,card_2,2025-10-07,200,utilities,online
txn_card_2_3_24,card_2,2025-10-08,100,food_delivery,online
txn_card_2_3_25,card_2,2025-10-09,500,rent,online
txn_card_2_3_26,card_2,2025-11-01,500,travel,in_store
txn_card_2_3_27,card_2,2025-10-26,200,travel,online
txn_card_2_3_28,card_2,2025-10-05,200,utilities,online
txn_card_2_3_29,card_2,2025-10-15,100,entertainment,online
txn_card_2_3_30,card_2,2025-10-18,200,food_delivery,online
txn_card_2_3_31,card_2,2025-11-02,500,food_delivery,online
txn_card_2_3_32,card_2,2025-10-19,500,utilities,online
txn_card_2_3_33,card_2,2025-11-02,200,utilities,in_store
txn_card_2_3_34,card_2,2025-10-25,5000,food_delivery,in_store
txn_card_2_4_0,card_2,2025-09-28,500,utilities,in_store
txn_card_2_4_1,card_2,2025-09-21,1000,food_delivery,online
txn_card_2_4_2,card_2,2025-09-19,500,utilities,in_store
txn_card_2_4_3,card_2,2025-09-17,100,shopping,online
txn_card_2_4_4,card_2,2025-09-05,200,fuel,in_store
txn_card_2_4_5,card_2,2025-09-12,500,rent,online
txn_card_2_4_6,card_2,2025-09-26,2000,fuel,online
txn_card_2_4_7,card_2,2025-09-06,1000,shopping,in_store
txn_card_2_4_8,card_2,2025-09-08,200,utilities,in_store
txn_card_2_4_9,card_2,2025-09-13,500,entertainment,online
txn_card_2_5_0,card_2,2025-08-14,2000,travel,online
txn_card_2_5_1,card_2,2025-08-11,200,groceries,online
txn_card_2_5_2,card_2,2025-08-07,100,fuel,online
txn_card_2_5_3,card_2,2025-08-18,5000,food_delivery,in_store
txn_card_2_5_4,card_2,2025-08-06,100,travel,online
txn_card_2_5_5,card_2,2025-08-18,100,food_delivery,in_store
txn_card_2_5_6,card_2,2025-09-02,200,rent,online
txn_card_2_5_7,card_2,2025-08-29,500,fuel,online
txn_card_2_5_8,card_2,2025-08-06,500,shopping,in_store
txn_card_2_5_9,card_2,2025-09-01,1000,food_delivery,online
txn_card_2_5_10,card_2,2025-08-17,2000,utilities,online
txn_card_2_5_11,card_2,2025-09-01,2000,food_delivery,online
txn_card_2_5_12,card_2,2025-09-03,500,shopping,online
txn_card_2_5_13,card_2,2025-08-23,500,fuel,online
txn_card_2_5_14,card_2,2025-08-06,500,fuel,online
txn_card_2_5_15,card_2,2025-08-28,200,shopping,online
txn_card_2_5_16,card_2,2025-08-07,100,utilities,online
txn_card_2_5_17,card_2,2025-08-23,100,food_delivery,online
txn_card_2_5_18,card_2,2025-08-08,500,food_delivery,in_store
txn_card_2_5_19,card_2,2025-08-11,200,entertainment,in_store
txn_card_2_5_20,card_2,2025-09-01,1000,fuel,online
txn_card_2_5_21,card_2,2025-08-24,200,food_delivery,online
txn_card_2_5_22,card_2,2025-08-11,500,travel,in_store
txn_card_2_5_23,card_2,2025-08-09,200,entertainment,online
txn_card_2_5_24,card_2,2025-08-06,100,entertainment,online
